,SRC_AIRPT_ID,SRCNAME,DESTIN_AIRPT_ID,DESTINNAME,seconds,meters,SRCIATA,DESTINIATA
10287,3462,Phoenix Sky Harbor International Airport,3861,Louis Armstrong New Orleans International Airport,77603,2425342,PHX,MSY
10288,3462,Phoenix Sky Harbor International Airport,3453,Metropolitan Oakland International Airport,39633,1188991,PHX,OAK
10289,3462,Phoenix Sky Harbor International Airport,3863,Will Rogers World Airport,50123,1533238,PHX,OKC
10290,3462,Phoenix Sky Harbor International Airport,3454,Eppley Airfield,70137,2089552,PHX,OMA
10291,3462,Phoenix Sky Harbor International Airport,3734,Ontario International Airport,18095,543469,PHX,ONT
10292,3462,Phoenix Sky Harbor International Airport,3720,Portland International Airport,71602,2045860,PHX,PDX
10293,3462,Phoenix Sky Harbor International Airport,3752,Philadelphia International Airport,123750,3769786,PHX,PHL
10294,3462,Phoenix Sky Harbor International Airport,3570,Pittsburgh International Airport,107723,3284349,PHX,PIT
10295,3462,Phoenix Sky Harbor International Airport,3626,Raleigh Durham International Airport,113321,3488919,PHX,RDU
10296,3462,Phoenix Sky Harbor International Airport,3807,Reno Tahoe International Airport,41455,1203318,PHX,RNO
10297,3462,Phoenix Sky Harbor International Airport,3731,San Diego International Airport,19234,582346,PHX,SAN
10298,3462,Phoenix Sky Harbor International Airport,3621,San Antonio International Airport,49713,1571314,PHX,SAT
10299,3462,Phoenix Sky Harbor International Airport,4014,Louisville International Standiford Field,89992,2765455,PHX,SDF
10300,3462,Phoenix Sky Harbor International Airport,3577,Seattle Tacoma International Airport,77839,2309226,PHX,SEA
10301,3462,Phoenix Sky Harbor International Airport,3469,San Francisco International Airport,40399,1203912,PHX,SFO
10302,3462,Phoenix Sky Harbor International Airport,3748,Norman Y. Mineta San Jose International Airport,38681,1153699,PHX,SJC
10303,3462,Phoenix Sky Harbor International Airport,3536,Salt Lake City International Airport,36873,1083472,PHX,SLC
10304,3462,Phoenix Sky Harbor International Airport,3817,Sacramento International Airport,41090,1235709,PHX,SMF
10305,3462,Phoenix Sky Harbor International Airport,3867,John Wayne Airport-Orange County Airport,19802,589404,PHX,SNA
10306,3462,Phoenix Sky Harbor International Airport,3678,St Louis Lambert International Airport,76052,2341591,PHX,STL
10307,3462,Phoenix Sky Harbor International Airport,3646,Tampa International Airport,110434,3473487,PHX,TPA
10308,3462,Phoenix Sky Harbor International Airport,3855,Tulsa International Airport,56111,1718569,PHX,TUL
10309,3570,Pittsburgh International Airport,3682,Hartsfield Jackson Atlanta International Airport,38334,1120308,PIT,ATL
10310,3570,Pittsburgh International Airport,3690,Nashville International Airport,30176,895004,PIT,BNA
10311,3570,Pittsburgh International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,14988,429300,PIT,BWI
10312,3570,Pittsburgh International Airport,3751,Denver International Airport,74365,2300880,PIT,DEN
10313,3570,Pittsburgh International Airport,3670,Dallas Fort Worth International Airport,65439,1981756,PIT,DFW
10314,3570,Pittsburgh International Airport,3533,Fort Lauderdale Hollywood International Airport,61011,1873859,PIT,FLL
10315,3570,Pittsburgh International Airport,3566,William P Hobby Airport,72821,2150187,PIT,HOU
10316,3570,Pittsburgh International Airport,3877,McCarran International Airport,113883,3530557,PIT,LAS
10317,3570,Pittsburgh International Airport,3878,Orlando International Airport,52549,1595479,PIT,MCO
10318,3570,Pittsburgh International Airport,3747,Chicago Midway International Airport,24693,734378,PIT,MDW
10319,3570,Pittsburgh International Airport,3462,Phoenix Sky Harbor International Airport,108300,3294921,PIT,PHX
10320,3570,Pittsburgh International Airport,3793,Southwest Florida International Airport,61934,1869320,PIT,RSW
10321,3570,Pittsburgh International Airport,3646,Tampa International Airport,55711,1665996,PIT,TPA
10322,3564,Pensacola Regional Airport,3690,Nashville International Airport,23473,712136,PNS,BNA
10323,3564,Pensacola Regional Airport,3566,William P Hobby Airport,28072,848207,PNS,HOU
10324,3641,Theodore Francis Green State Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,21223,596313,PVD,BWI
10325,3641,Theodore Francis Green State Airport,3533,Fort Lauderdale Hollywood International Airport,75947,2312487,PVD,FLL
10326,3641,Theodore Francis Green State Airport,3878,Orlando International Airport,67485,2034107,PVD,MCO
10327,3641,Theodore Francis Green State Airport,3747,Chicago Midway International Airport,52576,1554748,PVD,MDW
10328,3641,Theodore Francis Green State Airport,3793,Southwest Florida International Airport,76870,2307948,PVD,RSW
10329,3641,Theodore Francis Green State Airport,3646,Tampa International Airport,70647,2104624,PVD,TPA
10330,3626,Raleigh Durham International Airport,3682,Hartsfield Jackson Atlanta International Airport,21655,648403,RDU,ATL
10331,3626,Raleigh Durham International Airport,3690,Nashville International Airport,28056,853480,RDU,BNA
10332,3626,Raleigh Durham International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,16374,484847,RDU,BWI
10333,3626,Raleigh Durham International Airport,3751,Denver International Airport,86279,2649465,RDU,DEN
10334,3626,Raleigh Durham International Airport,3533,Fort Lauderdale Hollywood International Airport,40371,1284637,RDU,FLL
10335,3626,Raleigh Durham International Airport,3566,William P Hobby Airport,62484,1917712,RDU,HOU
10336,3626,Raleigh Durham International Airport,3877,McCarran International Airport,120188,3743940,RDU,LAS
10337,3626,Raleigh Durham International Airport,3878,Orlando International Airport,31910,1006256,RDU,MCO
10338,3626,Raleigh Durham International Airport,3747,Chicago Midway International Airport,44184,1285196,RDU,MDW
10339,3626,Raleigh Durham International Airport,3462,Phoenix Sky Harbor International Airport,113692,3495236,RDU,PHX
10340,3626,Raleigh Durham International Airport,3678,St Louis Lambert International Airport,44226,1320681,RDU,STL
10341,3626,Raleigh Durham International Airport,3646,Tampa International Airport,35072,1076774,RDU,TPA
10342,3608,Richmond International Airport,3682,Hartsfield Jackson Atlanta International Airport,29018,871150,RIC,ATL
10343,3608,Richmond International Airport,3878,Orlando International Airport,38700,1218796,RIC,MCO
10344,3807,Reno Tahoe International Airport,3751,Denver International Airport,53522,1672256,RNO,DEN
10345,3807,Reno Tahoe International Airport,3877,McCarran International Airport,25473,729797,RNO,LAS
10346,3807,Reno Tahoe International Airport,3484,Los Angeles International Airport,29005,762324,RNO,LAX
10347,3807,Reno Tahoe International Airport,3747,Chicago Midway International Airport,98411,3086367,RNO,MDW
10348,3807,Reno Tahoe International Airport,3720,Portland International Airport,32622,874546,RNO,PDX
10349,3807,Reno Tahoe International Airport,3462,Phoenix Sky Harbor International Airport,41452,1202582,RNO,PHX
10350,3807,Reno Tahoe International Airport,3731,San Diego International Airport,33361,896652,RNO,SAN
10351,3807,Reno Tahoe International Airport,3577,Seattle Tacoma International Airport,40948,1117051,RNO,SEA
10352,3622,Greater Rochester International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,20356,563737,ROC,BWI
10353,3622,Greater Rochester International Airport,3878,Orlando International Airport,65920,1992413,ROC,MCO
10354,3622,Greater Rochester International Airport,3747,Chicago Midway International Airport,32915,970387,ROC,MDW
10355,3622,Greater Rochester International Airport,3646,Tampa International Airport,69082,2062930,ROC,TPA
10356,3793,Southwest Florida International Airport,3682,Hartsfield Jackson Atlanta International Airport,29367,935705,RSW,ATL
10357,3793,Southwest Florida International Airport,3825,Bradley International Airport,74005,2234957,RSW,BDL
10358,3793,Southwest Florida International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,55797,1716288,RSW,BWI
10359,3793,Southwest Florida International Airport,3759,John Glenn Columbus International Airport,59633,1869661,RSW,CMH
10360,3793,Southwest Florida International Airport,3520,Ronald Reagan Washington National Airport,53611,1660982,RSW,DCA
10361,3793,Southwest Florida International Airport,3585,Indianapolis International Airport,58212,1818216,RSW,IND
10362,3793,Southwest Florida International Airport,3747,Chicago Midway International Airport,68131,2106982,RSW,MDW
10363,3793,Southwest Florida International Airport,3717,General Mitchell International Airport,72218,2243570,RSW,MKE
10364,3793,Southwest Florida International Airport,3752,Philadelphia International Airport,61168,1870132,RSW,PHL
10365,3793,Southwest Florida International Airport,3570,Pittsburgh International Airport,62042,1867471,RSW,PIT
10366,3793,Southwest Florida International Airport,3641,Theodore Francis Green State Airport,76373,2306151,RSW,PVD
10367,3793,Southwest Florida International Airport,3678,St Louis Lambert International Airport,59611,1857764,RSW,STL
10368,3731,San Diego International Airport,4019,Albuquerque International Sunport,41981,1252473,SAN,ABQ
10369,3731,San Diego International Airport,3682,Hartsfield Jackson Atlanta International Airport,110692,3457980,SAN,ATL
10370,3731,San Diego International Airport,3673,Austin Bergstrom International Airport,68351,2104268,SAN,AUS
10371,3731,San Diego International Airport,3690,Nashville International Airport,104385,3214273,SAN,BNA
10372,3731,San Diego International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,139249,4234747,SAN,BWI
10373,3731,San Diego International Airport,3751,Denver International Airport,57894,1769122,SAN,DEN
10374,3731,San Diego International Airport,3566,William P Hobby Airport,76441,2387084,SAN,HOU
10375,3731,San Diego International Airport,3877,McCarran International Airport,17897,527814,SAN,LAS
10376,3731,San Diego International Airport,3458,Kansas City International Airport,85532,2530500,SAN,MCI
10377,3731,San Diego International Airport,3747,Chicago Midway International Airport,107947,3349690,SAN,MDW
10378,3731,San Diego International Airport,3861,Louis Armstrong New Orleans International Airport,93085,2906604,SAN,MSY
10379,3731,San Diego International Airport,3453,Metropolitan Oakland International Airport,26876,779930,SAN,OAK
10380,3731,San Diego International Airport,3462,Phoenix Sky Harbor International Airport,19303,581156,SAN,PHX
10381,3731,San Diego International Airport,3807,Reno Tahoe International Airport,33233,907151,SAN,RNO
10382,3731,San Diego International Airport,3621,San Antonio International Airport,65196,2052576,SAN,SAT
10383,3731,San Diego International Airport,3469,San Francisco International Airport,27642,794852,SAN,SFO
10384,3731,San Diego International Airport,3748,Norman Y. Mineta San Jose International Airport,25924,744639,SAN,SJC
10385,3731,San Diego International Airport,3817,Sacramento International Airport,28333,826649,SAN,SMF
10386,3731,San Diego International Airport,3678,St Louis Lambert International Airport,95137,2921419,SAN,STL
10387,3731,San Diego International Airport,3636,Tucson International Airport,21894,672789,SAN,TUS
10388,3621,San Antonio International Airport,3682,Hartsfield Jackson Atlanta International Airport,50850,1579578,SAT,ATL
10389,3621,San Antonio International Airport,3690,Nashville International Airport,49253,1509188,SAT,BNA
10390,3621,San Antonio International Airport,3849,Baltimore/Washington International Thurgood Marshall Airport,85783,2622409,SAT,BWI
10391,3621,San Antonio International Airport,3502,Dallas Love Field,14962,440973,SAT,DAL
10392,3621,San Antonio International Airport,3751,Denver International Airport,49550,1459208,SAT,DEN
10393,3621,San Antonio International Airport,3559,El Paso International Airport,27510,875228,SAT,ELP
10394,3621,San Antonio International Airport,3566,William P Hobby Airport,11596,338689,SAT,HOU
10395,3621,San Antonio International Airport,3560,Valley International Airport,13616,418551,SAT,HRL
10396,3621,San Antonio International Airport,3877,McCarran International Airport,65743,2052678,SAT,LAS
10397,3621,San Antonio International Airport,3484,Los Angeles International Airport,70311,2198934,SAT,LAX
10398,3621,San Antonio International Airport,3878,Orlando International Airport,60396,1882347,SAT,MCO
10399,3621,San Antonio International Airport,3747,Chicago Midway International Airport,63989,1909639,SAT,MDW
10400,3621,San Antonio International Airport,3462,Phoenix Sky Harbor International Airport,49467,1570387,SAT,PHX
10401,3621,San Antonio International Airport,3731,San Diego International Airport,64754,2051553,SAT,SAN
10402,3621,San Antonio International Airport,3678,St Louis Lambert International Airport,49048,1450746,SAT,STL
10403,3621,San Antonio International Airport,3646,Tampa International Airport,61071,1906354,SAT,TPA
10404,4014,Louisville International Standiford Field,3682,Hartsfield Jackson Atlanta International Airport,22699,683533,SDF,ATL
10405,4014,Louisville International Standiford Field,3849,Baltimore/Washington International Thurgood Marshall Airport,32462,981908,SDF,BWI
10406,4014,Louisville International Standiford Field,3751,Denver International Airport,56935,1779255,SDF,DEN
10407,4014,Louisville International Standiford Field,3877,McCarran International Airport,96759,3014495,SDF,LAS
10408,4014,Louisville International Standiford Field,3878,Orlando International Airport,44879,1388513,SDF,MCO
